CustomerID,Recency,Frequency,Monetary,Monetary_log,Frequency_log,Cluster
12600.0,29,10,2361.44,7.767450262219996,2.3978952727983707,3
12601.0,190,5,577.0600000000001,6.359677669513258,1.791759469228055,0
12602.0,59,1,153.12,5.037731519757957,0.6931471805599453,2
12603.0,22,1,126.0,4.844187086458591,0.6931471805599453,2
12604.0,79,2,254.18,5.541969178493598,1.0986122886681098,2
12607.0,60,1,1579.51,7.3655028587473295,0.6931471805599453,0
12609.0,78,3,1126.85,7.0280684444921455,1.3862943611198906,0
12610.0,23,5,2099.54,7.6499497335130995,1.791759469228055,0
12611.0,52,1,1193.32,7.085332264745334,0.6931471805599453,2
12612.0,74,1,704.0400000000001,6.558254538791405,0.6931471805599453,2
12613.0,57,5,3344.38,8.115335568501695,1.791759469228055,0
12614.0,278,1,315.6,5.757639147446912,0.6931471805599453,1
12615.0,2,4,2291.19,7.73726297143202,1.6094379124341003,0
12616.0,95,2,713.3,6.571303042160927,1.0986122886681098,2
12617.0,29,1,355.53,5.876418387786464,0.6931471805599453,2
12618.0,22,1,177.31,5.183523608545955,0.6931471805599453,2
12619.0,16,8,3251.56,8.087197657564705,2.1972245773362196,3
12620.0,15,3,1339.41,7.20073081629489,1.3862943611198906,0
12621.0,2,20,11727.07,9.369740392730721,3.044522437723423,3
12622.0,232,1,180.1,5.199049364889368,0.6931471805599453,1
12623.0,276,1,305.1,5.723911845951367,0.6931471805599453,1
12624.0,106,2,641.13,6.464790775403018,1.0986122886681098,2
12625.0,212,2,2683.82,7.895368965589599,1.0986122886681098,0
12626.0,23,9,6620.48,8.798074188898816,2.302585092994046,3
12627.0,11,7,4478.53,8.407273409191232,2.0794415416798357,3
12628.0,4,3,786.46,6.668812575758953,1.3862943611198906,0
12630.0,10,2,1270.88,7.1482513998271635,1.0986122886681098,0
12631.0,57,1,640.5,6.463809184055691,0.6931471805599453,2
12633.0,59,4,1737.78,7.460938996863071,1.6094379124341003,0
12635.0,90,2,1689.18,7.432590311121191,1.0986122886681098,0
12637.0,67,8,6021.9,8.70332414988414,2.1972245773362196,3
12638.0,33,1,671.69,6.511284599453549,0.6931471805599453,2
12639.0,239,1,486.1,6.188469440812497,0.6931471805599453,1
12640.0,24,3,1174.58,7.06951692181073,1.3862943611198906,0
12641.0,115,1,185.9,5.230573714461517,0.6931471805599453,2
12642.0,25,3,1013.26,6.9219145615400475,1.3862943611198906,0
12643.0,128,6,1004.04,6.912782620696162,1.9459101490553132,0
12644.0,130,1,477.91,6.171512688316606,0.6931471805599453,2
12645.0,34,4,1775.18,7.482220269767765,1.6094379124341003,0
12646.0,5,2,1346.97,7.206355036031724,1.0986122886681098,0
12647.0,22,12,3722.82,8.222505302105255,2.5649493574615367,3
12648.0,155,1,318.05,5.765347830314356,0.6931471805599453,2
12649.0,107,3,623.51,6.4369673422476765,1.3862943611198906,0
12650.0,3,1,314.44,5.753968489569372,0.6931471805599453,2
12651.0,335,1,114.0,4.74493212836325,0.6931471805599453,1
12652.0,331,1,919.98,6.82543832049292,0.6931471805599453,1
12653.0,149,2,1859.45,7.528573672929448,1.0986122886681098,0
12654.0,11,5,601.98,6.401884028681278,1.791759469228055,0
12656.0,17,5,3796.17,8.242011331418128,1.791759469228055,0
12657.0,11,4,1643.18,7.4049970586737315,1.6094379124341003,0
12658.0,19,1,686.05,6.532407069777784,0.6931471805599453,2
12659.0,30,1,91.68,4.529152699564175,0.6931471805599453,2
12660.0,11,1,245.1,5.50573795739701,0.6931471805599453,2
12662.0,1,11,3849.78,8.256031004164345,2.4849066497880004,3
12664.0,8,9,2207.8,7.700204660615944,2.302585092994046,3
12665.0,325,1,63.0,4.1588830833596715,0.6931471805599453,1
12667.0,58,1,620.13,6.431540399799522,0.6931471805599453,2
12668.0,12,4,3519.15,8.166258881320571,1.6094379124341003,0
12669.0,151,2,1607.73,7.383200326820626,1.0986122886681098,0
12670.0,10,5,2996.05,8.005383750527514,1.791759469228055,0
12672.0,330,1,225.89999999999998,5.424509391785796,0.6931471805599453,1
12673.0,5,2,610.52,6.415947661051908,1.0986122886681098,2
12674.0,39,4,1970.6,7.586600674831223,1.6094379124341003,0
12676.0,25,6,1331.39,7.194729601037682,1.9459101490553132,0
12678.0,42,12,10257.18,9.235830715075434,2.5649493574615367,3
12679.0,59,4,1113.02,7.015730373647435,1.6094379124341003,0
12680.0,1,4,862.81,6.761352837213469,1.6094379124341003,0
12681.0,15,22,13572.74,9.51589232281475,3.1354942159291497,3
12682.0,4,31,11686.78,9.366299130529224,3.4657359027997265,3
12683.0,4,15,8476.57,9.045179131116987,2.772588722239781,3
12684.0,8,7,2283.63,7.733959364615189,2.0794415416798357,3
12685.0,28,6,2863.08,7.960002460651312,1.9459101490553132,0
12686.0,372,1,89.14,4.501364017262502,0.6931471805599453,1
12688.0,114,1,4873.8099999999995,8.491836408313453,0.6931471805599453,0
12689.0,26,2,1247.61,7.1297862115656185,1.0986122886681098,0
12690.0,206,1,389.01,5.966172379820607,0.6931471805599453,1
12691.0,28,6,1035.8,6.94389432559801,1.9459101490553132,0
12693.0,127,4,855.91,6.753332895580138,1.6094379124341003,0
12694.0,70,2,869.67,6.769263030204804,1.0986122886681098,0
12695.0,7,4,582.1,6.368358698228111,1.6094379124341003,0
12697.0,29,3,957.59,6.865463454791294,1.3862943611198906,0
12700.0,8,4,4939.99,8.505320994961897,1.6094379124341003,0
12701.0,80,2,797.71,6.682997926190526,1.0986122886681098,0
12702.0,20,1,219.0,5.393627546352362,0.6931471805599453,2
12703.0,71,1,283.55,5.650908985049133,0.6931471805599453,2
12704.0,7,8,2340.84,7.758692224146705,2.1972245773362196,3
12705.0,15,9,6868.29,8.834816031986259,2.302585092994046,3
12707.0,292,1,603.42,6.404269320519532,0.6931471805599453,1
12708.0,30,10,2712.91,7.906145678459555,2.3978952727983707,3
12709.0,15,15,8470.52,9.044465228452365,2.772588722239781,3
12710.0,97,3,1149.02,7.047534612510416,1.3862943611198906,0
12712.0,29,13,4396.13,8.388707334356674,2.6390573296152584,3
12713.0,1,1,848.55,6.744706797531768,0.6931471805599453,2
12714.0,9,5,4708.86,8.45741346257719,1.791759469228055,0
12715.0,106,1,353.86,5.871723345495433,0.6931471805599453,2
12716.0,4,2,1053.49,6.960812516706486,1.0986122886681098,0
12717.0,151,2,1030.98,6.939234566008755,1.0986122886681098,0
12718.0,71,1,238.25,5.477509030333064,0.6931471805599453,2
12719.0,5,2,644.95,6.47072210140631,1.0986122886681098,2
12720.0,3,25,5781.73,8.662631168498326,3.258096538021482,3
12721.0,32,6,2656.13,7.885001871924596,1.9459101490553132,0
12722.0,85,4,997.63,6.906384339674138,1.6094379124341003,0
12723.0,4,5,725.07,6.587646428909591,1.791759469228055,0
12724.0,5,4,1031.41,6.9396511539657,1.6094379124341003,0
12725.0,371,1,427.8,6.060990609756592,0.6931471805599453,1
12726.0,28,7,2609.1,7.867143813759015,2.0794415416798357,3
12727.0,11,7,3980.7,8.2894641427604,2.0794415416798357,3
12728.0,71,4,836.33,6.7302182580203365,1.6094379124341003,0
12729.0,114,1,453.01,6.118119224230488,0.6931471805599453,2
12731.0,24,12,14180.31,9.55968017945794,2.5649493574615367,3
12732.0,180,1,236.26000000000002,5.469156586232957,0.6931471805599453,1
12733.0,234,1,383.95,5.953113455724059,0.6931471805599453,1
12734.0,353,1,110.39999999999999,4.713127327493184,0.6931471805599453,1
12735.0,315,2,779.5699999999999,6.660024422032584,1.0986122886681098,1
12736.0,333,1,234.0,5.459585514144159,0.6931471805599453,1
12738.0,372,1,155.35,5.05209708390385,0.6931471805599453,1
12739.0,78,2,1013.04,6.921697631104842,1.0986122886681098,0
12740.0,64,1,427.6,6.060524083039477,0.6931471805599453,2
12743.0,134,2,546.43,6.305234599635373,1.0986122886681098,2
12744.0,56,5,9032.99,9.10874940928456,1.791759469228055,3
12747.0,2,11,3710.0099999999998,8.219059355748424,2.4849066497880004,3
12748.0,1,207,31054.95,10.343545695412647,5.337538079701318,3
12749.0,4,5,4090.88,8.316759801128319,1.791759469228055,0
12750.0,129,1,275.88,5.623584199327089,0.6931471805599453,2
12752.0,81,1,2878.78,7.965469181323323,0.6931471805599453,0
12753.0,23,6,16052.95,9.683710204198071,1.9459101490553132,3
12754.0,236,3,975.54,6.884015712099396,1.3862943611198906,1
12755.0,281,1,17.549999999999997,2.920469789053444,0.6931471805599453,1
12756.0,87,1,112.07999999999998,4.72809553282539,0.6931471805599453,2
12757.0,16,9,4257.7,8.35671922837206,2.302585092994046,3
12758.0,117,2,2791.59,7.934724759609325,1.0986122886681098,0
12759.0,52,3,1531.44,7.334616515331031,1.3862943611198906,0
12762.0,8,2,1898.52,7.549356501658852,1.0986122886681098,0
12763.0,138,2,494.08,6.204719365671822,1.0986122886681098,2
12764.0,317,1,1693.88,7.435367220848186,0.6931471805599453,1
12766.0,4,7,6989.63,8.852325959921869,2.0794415416798357,3
12769.0,239,1,1143.6,7.042810509975002,0.6931471805599453,1
12770.0,211,1,1033.45,6.941625163489753,0.6931471805599453,1
12772.0,60,1,892.47,6.795112758210396,0.6931471805599453,2
12775.0,17,5,1386.04,7.23492725912033,1.791759469228055,0
12778.0,20,6,822.23,6.713235627004493,1.9459101490553132,0
12779.0,38,8,3981.36,8.289629887368429,2.1972245773362196,3
12781.0,64,2,826.74,6.718699095412067,1.0986122886681098,0
12782.0,5,5,2330.92,7.754447241564618,1.791759469228055,0
12783.0,2,4,1603.8700000000001,7.380798035398956,1.6094379124341003,0
12784.0,9,2,574.42,6.355100208942306,1.0986122886681098,2
12785.0,364,1,311.95,5.74604343337071,0.6931471805599453,1
12787.0,10,3,463.66,6.141305955347142,1.3862943611198906,0
12789.0,65,1,91.85,4.530985287798715,0.6931471805599453,2
12790.0,192,1,324.92,5.786651952478496,0.6931471805599453,1
12791.0,374,1,192.60000000000002,5.265794174842477,0.6931471805599453,1
12792.0,257,1,400.53999999999996,5.995307154825432,0.6931471805599453,1
12793.0,335,2,545.48,6.303497710423594,1.0986122886681098,1
12794.0,53,2,860.41,6.758570581561217,1.0986122886681098,0
12795.0,19,1,430.48,6.067221159507229,0.6931471805599453,2
12797.0,366,1,254.03,5.541381185297377,0.6931471805599453,1
12798.0,171,1,224.64,5.418940808871775,0.6931471805599453,1
12802.0,187,1,427.58,6.060477418394936,0.6931471805599453,1
12808.0,37,3,483.65000000000003,6.183426980938617,1.3862943611198906,0
12809.0,178,1,489.31,6.1950378441253156,0.6931471805599453,1
12811.0,261,3,514.85,6.245816025546385,1.3862943611198906,1
12812.0,45,1,229.64000000000001,5.440858053330147,0.6931471805599453,2
12814.0,102,1,125.92,4.843556966714995,0.6931471805599453,2
12815.0,148,2,1063.46,6.970222907300612,1.0986122886681098,0
12816.0,96,2,572.2,6.351234695954017,1.0986122886681098,2
12817.0,281,1,166.04,5.118233304694274,0.6931471805599453,1
12818.0,262,1,577.28,6.360058180440242,0.6931471805599453,1
12820.0,3,4,942.34,6.849426769082011,1.6094379124341003,0
12821.0,214,1,92.72,4.540311613639595,0.6931471805599453,1
12822.0,71,2,948.88,6.856335660826602,1.0986122886681098,0
12824.0,60,1,397.12,5.986753467377863,0.6931471805599453,2
12826.0,3,7,1474.72,7.296901285267718,2.0794415416798357,0
12827.0,6,3,430.15000000000003,6.066456057398334,1.3862943611198906,2
12828.0,3,6,1018.71,6.927273552128017,1.9459101490553132,0
12829.0,337,2,293.0,5.683579767338681,1.0986122886681098,1
12830.0,38,5,3138.48,8.05181246009272,1.791759469228055,0
12831.0,262,1,215.05,5.3755098623779425,0.6931471805599453,1
12832.0,32,2,383.03,5.950720674536128,1.0986122886681098,2
12833.0,145,1,417.38,6.0363901104609745,0.6931471805599453,2
12834.0,283,1,312.38,5.7474165116762626,0.6931471805599453,1
12836.0,59,4,2612.86,7.868583334984023,1.6094379124341003,0
12837.0,173,1,134.1,4.906015244966153,0.6931471805599453,1
12838.0,34,2,683.13,6.528147958043258,1.0986122886681098,2
12839.0,3,14,5591.42,8.629167388389371,2.70805020110221,3
12840.0,144,4,2726.77,7.911239704558553,1.6094379124341003,0
12841.0,5,25,4022.35,8.299870167916959,3.258096538021482,3
12842.0,70,2,1118.99,7.0210750356778515,1.0986122886681098,0
12843.0,66,8,1702.26,7.440299340765267,2.1972245773362196,0
12844.0,29,2,325.96000000000004,5.789837839256022,1.0986122886681098,2
12845.0,267,3,145.29000000000002,4.985590952989995,1.3862943611198906,1
12847.0,22,1,871.54,6.771408498297926,0.6931471805599453,2
12849.0,31,2,1050.8899999999999,6.958343825092948,1.0986122886681098,0
12851.0,97,1,135.18,4.9139775400548205,0.6931471805599453,2
12852.0,295,1,311.55,5.744764456377822,0.6931471805599453,1
12853.0,135,6,1957.1000000000001,7.579729894309281,1.9459101490553132,0
12854.0,79,3,1324.5,7.18954502572908,1.3862943611198906,0
12855.0,373,1,38.1,3.66612246699132,0.6931471805599453,1
12856.0,8,6,2179.93,7.687506670317465,1.9459101490553132,0
12857.0,211,2,1106.4,7.009770204388867,1.0986122886681098,1
12863.0,52,1,181.2,5.205104984825858,0.6931471805599453,2
12864.0,138,1,147.12,4.998022756045412,0.6931471805599453,2
12865.0,26,2,1568.23,7.358340332174572,1.0986122886681098,0
12866.0,283,1,559.12,6.3281510464875765,0.6931471805599453,1
12867.0,26,7,4036.82,8.30346022135619,2.0794415416798357,3
12868.0,186,6,1607.0600000000002,7.3827837624756185,1.9459101490553132,0
12871.0,84,2,380.64,5.9444777558836455,1.0986122886681098,2
12872.0,327,2,599.97,6.398545016483998,1.0986122886681098,1
12873.0,282,1,374.0,5.926926025970411,0.6931471805599453,1
12875.0,143,1,49.470000000000006,3.921379100352171,0.6931471805599453,2
12876.0,58,2,2218.02,7.704820935960926,1.0986122886681098,0
12877.0,4,12,1535.77,7.337438090181038,2.5649493574615367,3
12878.0,236,2,854.99,6.752258693830513,1.0986122886681098,1
12879.0,45,3,573.22,6.353012598149689,1.3862943611198906,0
12881.0,276,1,298.0,5.700443573390687,0.6931471805599453,1
12882.0,9,2,1179.84,7.073981328611205,1.0986122886681098,0
12883.0,25,4,703.47,6.5574457470395595,1.6094379124341003,0
12884.0,88,1,309.05,5.736733574795887,0.6931471805599453,2
12885.0,63,3,1175.22,7.0700611857921905,1.3862943611198906,0
